Model,brand,variant,mfg,km_drvn,fuel,mileage,engine,max_pwr,torque,owner,transmission,location,Price
Maruti Alto K10,Maruti,VXI AMT,2017,59523,Petrol,23.95,998,67.05,90,1st Owner,Automatic,New Delhi NCR,"3,20,500"
Hyundai Grand i10,Hyundai,1.2 Kappa Sportz BSIV,2019,12598,Petrol,18.9,1197,81.86,113.75,1st Owner,Manual,New Delhi NCR,"5,50,500"
Ford Freestyle,Ford,Titanium Diesel BSIV,2018,51752,Diesel,24.4,1498,98.63,215,1st Owner,Manual,New Delhi NCR,"6,14,835"
Maruti Swift Dzire,Maruti,VXI 1.2 BS IV,2018,19172,Petrol,22,1197,81.8,113,1st Owner,"RTO
DL9C",New Delhi NCR,"6,08,000"
Honda City,Honda,i DTEC SV,2014,59218,Diesel,26,1498,98.6,200,1st Owner,Manual,New Delhi NCR,"4,67,000"
Maruti Celerio,Maruti,VXI,2014,87839,Petrol,23.1,998,67.04,90,1st Owner,Manual,New Delhi NCR,"3,37,524"
Hyundai i20,Hyundai,1.4 Asta,2018,48193,Diesel,22.54,1396,88.73,219.7,1st Owner,Manual,New Delhi NCR,"6,91,500"
Volkswagen Polo,Volkswagen,GT TSI,2016,70992,Petrol,17.21,1197,103.5,175,1st Owner,Automatic,New Delhi NCR,"5,54,000"
Maruti Celerio,Maruti,VXI AT,2014,39815,Petrol,23.1,998,67.04,90,1st Owner,Automatic,New Delhi NCR,"3,31,500"
Honda City,Honda,i DTec V,2015,122818,Diesel,26,1498,98.6,200,1st Owner,Manual,New Delhi NCR,"5,48,532"
Maruti Ritz,Maruti,ZXI,2010,32323,Petrol,21.1,1197,85.8,114,1st Owner,Manual,New Delhi NCR,"2,46,524"
Maruti Ciaz,Maruti,1.4 Alpha,2017,66729,Petrol,20.73,1373,91.1,130,1st Owner,Manual,New Delhi NCR,"6,98,000"
Maruti Swift Dzire,Maruti,VXI,2015,70138,Petrol,20.85,1197,83.14,115,1st Owner,Manual,New Delhi NCR,"4,31,000"
Maruti Swift,Maruti,VDI,2014,72653,Diesel,28.4,1248,74,190,1st Owner,Manual,New Delhi NCR,"4,11,000"
Hyundai Grand i10,Hyundai,CRDi Sportz,2016,63759,Diesel,24,1120,70,160,2nd Owner,Manual,New Delhi NCR,"3,75,000"
Hyundai Xcent,Hyundai,1.2 CRDi E Plus,2018,45989,Diesel,25.4,1186,73.97,190.24,1st Owner,Manual,New Delhi NCR,"4,86,240"
Maruti Swift Dzire,Maruti,VXI,2016,22725,Petrol,20.85,1197,83.14,115,1st Owner,Manual,New Delhi NCR,"4,98,742"
Volkswagen Polo,Volkswagen,GT TSI,2014,53019,Petrol,17.21,1197,103.6,175,2nd Owner,Automatic,New Delhi NCR,"4,77,500"
Maruti Ciaz,Maruti,1.4 Sigma,2017,26793,Petrol,20.73,1373,91.1,130,1st Owner,Manual,New Delhi NCR,"6,80,000"
Honda Amaze,Honda,VX Diesel BSIV,2018,55790,Diesel,27.4,1498,98.63,200,1st Owner,Manual,New Delhi NCR,"6,07,500"
Toyota Etios,Toyota,GD,2012,67585,Diesel,23.59,1364,88,132,1st Owner,Manual,New Delhi NCR,"2,97,000"
Hyundai Grand i10,Hyundai,Magna,2016,44452,Petrol,18.9,1197,82,114,1st Owner,Manual,New Delhi NCR,"4,21,701"
Maruti Swift,Maruti,LXI,2019,23742,Petrol,23.2,1197,88.5,113,1st Owner,Manual,New Delhi NCR,"5,21,500"
Honda Amaze,Honda,S Petrol BSIV,2019,31040,Petrol,19.5,1199,88.76,110,1st Owner,Manual,New Delhi NCR,"6,39,500"
Maruti Swift Dzire,Maruti,VXI,2014,23518,Petrol,20.85,1197,83.14,115,1st Owner,Manual,New Delhi NCR,"3,96,654"
Maruti S-Presso,Maruti,VXI,2019,8552,Petrol,21.7,998,67.05,90,1st Owner,Manual,New Delhi NCR,"4,00,000"
Maruti Alto K10,Maruti,VXI,2015,60606,Petrol,23.95,998,67.05,90,1st Owner,Manual,New Delhi NCR,"2,79,500"
Ford Ecosport,Ford,1.5 Diesel Trend BSIV,2015,87208,Diesel,23,1498,98.96,205,1st Owner,Manual,New Delhi NCR,"5,39,500"
Maruti SX4 S Cross,Maruti,Sigma DDiS 200 SH,2017,96780,Diesel,25.1,1248,88.5,200,1st Owner,Manual,New Delhi NCR,"5,35,866"
Maruti Swift Dzire,Maruti,VDI,2014,49470,Diesel,23.4,1248,74,190,1st Owner,Manual,New Delhi NCR,"4,27,758"
Maruti Baleno,Maruti,Sigma,2018,21377,Petrol,21.01,1197,81.8,113,1st Owner,Manual,New Delhi NCR,"5,26,500"
Maruti Swift Dzire,Maruti,VDI,2013,54025,Diesel,23.4,1248,74,190,1st Owner,Manual,New Delhi NCR,"4,13,243"
Maruti Baleno,Maruti,Zeta,2018,17711,Petrol,21.01,1197,81.8,113,1st Owner,Manual,New Delhi NCR,"6,11,196"
Maruti Swift Dzire,Maruti,ZDI,2015,54632,Diesel,26.59,1248,74,190,1st Owner,Manual,New Delhi NCR,"4,80,000"
Hyundai Verna,Hyundai,1.6 CRDi S,2015,57629,Diesel,23.9,1582,126.2,259.9,2nd Owner,Manual,New Delhi NCR,"5,00,712"
Maruti Alto 800,Maruti,LXI,2018,49645,Petrol,24.7,796,47.3,69,1st Owner,Manual,New Delhi NCR,"2,97,523"
Maruti Alto 800,Maruti,VXI,2020,1067,Petrol,22.05,796,47.33,69,1st Owner,Manual,New Delhi NCR,"3,83,500"
Nissan Terrano,Nissan,XL 110 PS,2013,121381,Diesel,19.01,1461,108.5,248,2nd Owner,Manual,New Delhi NCR,"3,20,527"
Hyundai Grand i10,Hyundai,AT Asta,2015,32105,Petrol,18.9,1197,82,114,2nd Owner,Automatic,New Delhi NCR,"4,77,134"
Maruti Ciaz,Maruti,VXi Plus,2017,53764,Petrol,20.73,1373,91.1,130,1st Owner,Manual,New Delhi NCR,"5,79,336"
Maruti Baleno,Maruti,1.2 Delta,2018,37005,Petrol,21.4,1197,83.1,115,1st Owner,Manual,New Delhi NCR,"5,51,000"
Maruti Alto 800,Maruti,VXI,2016,16473,Petrol,22.74,796,47.3,69,1st Owner,Manual,New Delhi NCR,"2,66,000"
Tata Tigor,Tata,1.2 Revotron XZ,2018,34688,Petrol,20.3,1199,84,114,1st Owner,Manual,New Delhi NCR,"5,13,916"
Maruti Baleno,Maruti,Delta,2018,15295,Petrol,21.01,1197,81.8,113,1st Owner,Manual,New Delhi NCR,"5,66,000"
Maruti Swift,Maruti,LXI Option,2017,27735,Petrol,20.4,1197,81.8,113,1st Owner,Manual,New Delhi NCR,"4,39,272"
Maruti Swift Dzire,Maruti,VXI,2016,55795,Petrol,20.85,1197,83.14,115,1st Owner,Manual,New Delhi NCR,"4,78,000"
Maruti Alto 800,Maruti,LXI,2017,19459,Petrol,24.7,796,47.3,69,1st Owner,Manual,New Delhi NCR,"2,93,000"
Maruti Wagon R,Maruti,VXI AMT,2019,14561,Petrol,21.79,998,67.05,90,1st Owner,Automatic,New Delhi NCR,"5,31,000"
Maruti Vitara Brezza,Maruti,VDi Option,2017,58713,Diesel,24.3,1248,88.5,200,1st Owner,Manual,New Delhi NCR,"6,67,500"
Hyundai i20,Hyundai,Sportz 1.2,2016,27045,Petrol,18.6,1197,81.83,114.7,1st Owner,Manual,New Delhi NCR,"5,76,000"
Maruti Alto K10,Maruti,VXI,2016,61562,Petrol,23.95,998,67.05,90,1st Owner,Manual,New Delhi NCR,"2,85,000"
Maruti Alto K10,Maruti,VXI,2017,17124,Petrol,23.95,998,67.05,90,2nd Owner,Manual,New Delhi NCR,"3,05,000"
Volkswagen Polo,Volkswagen,1.0 MPI Trendline,2019,8559,Petrol,17.74,999,75.1,95,1st Owner,Manual,New Delhi NCR,"5,37,500"
Hyundai Elantra,Hyundai,CRDi SX AT,2013,66175,Diesel,19.5,1582,126.24,259.87,1st Owner,Automatic,New Delhi NCR,"5,54,820"
Maruti Swift Dzire,Maruti,VXI,2015,79842,Petrol,20.85,1197,83.14,115,1st Owner,Manual,New Delhi NCR,"4,20,500"
Maruti Alto K10,Maruti,LXI,2011,81840,Petrol,23.95,998,67.05,90,1st Owner,Manual,New Delhi NCR,"1,73,500"
Tata Nexon,Tata,1.5 Revotorq XZ Plus,2017,115229,Diesel,21.5,1497,108.5,260,1st Owner,Manual,New Delhi NCR,"6,05,000"
Maruti Ignis,Maruti,1.2 Delta BSIV,2019,9779,Petrol,20.89,1197,81.8,113,1st Owner,Manual,New Delhi NCR,"5,41,000"
Maruti Wagon R,Maruti,VXI,2017,41299,Petrol,21.79,998,67.05,90,1st Owner,Manual,New Delhi NCR,"3,61,000"
Maruti Alto K10,Maruti,2010-2014 VXI,2012,62877,Petrol,20.92,998,67.1,90,1st Owner,Manual,New Delhi NCR,"2,08,000"
Maruti Swift Dzire,Maruti,VDI,2013,43080,Diesel,23.4,1248,74,190,1st Owner,Manual,New Delhi NCR,"4,25,652"
Datsun RediGO,Datsun,S,2019,2943,Petrol,22.7,799,53.64,72,1st Owner,Manual,New Delhi NCR,"3,08,550"
Volkswagen Ameo,Volkswagen,1.2 MPI Trendline,2017,41665,Petrol,17,1198,73.75,110,2nd Owner,Manual,New Delhi NCR,"3,81,500"
Hyundai Grand i10,Hyundai,Asta,2014,54147,Petrol,18.9,1197,82,114,2nd Owner,Manual,New Delhi NCR,"3,54,784"
Honda City,Honda,i DTEC VX,2015,98239,Diesel,25.1,1498,98.6,200,2nd Owner,Manual,New Delhi NCR,"6,18,216"
Hyundai i20,Hyundai,1.4 CRDi Sportz,2011,162471,Diesel,23,1396,91.5,196.3,1st Owner,Manual,New Delhi NCR,"2,19,000"
Hyundai i10,Hyundai,Magna 1.1L,2015,59787,Petrol,19.81,1086,68.05,99.04,1st Owner,Manual,New Delhi NCR,"3,17,000"
Tata Tiago,Tata,1.2 Revotron XZ,2019,6947,Petrol,23.84,1199,84,114,1st Owner,"RTO
UP16",New Delhi NCR,"5,40,500"
Hyundai Grand i10,Hyundai,1.2 Kappa Magna BSIV,2018,28944,Petrol,18.9,1197,81.86,113.75,1st Owner,Manual,New Delhi NCR,"4,72,500"
Honda City,Honda,V MT,2017,13035,Petrol,17.8,1498,119.35,145,1st Owner,Manual,New Delhi NCR,"7,88,145"
Maruti Vitara Brezza,Maruti,ZDi,2017,21355,Diesel,24.3,1248,88.5,200,1st Owner,Manual,New Delhi NCR,"7,61,500"
Hyundai Grand i10,Hyundai,Magna,2015,41031,Petrol,18.9,1197,81.86,113.75,2nd Owner,Manual,New Delhi NCR,"3,91,000"
Hyundai Grand i10,Hyundai,Sportz,2016,59387,Petrol,18.9,1197,82,114,1st Owner,Manual,New Delhi NCR,"4,15,500"
Maruti Celerio,Maruti,ZXI AT,2015,64764,Petrol,23.1,998,67.04,90,1st Owner,Automatic,New Delhi NCR,"3,58,500"
Hyundai Grand i10,Hyundai,1.2 Kappa Sportz BSIV,2018,69666,Petrol,18.9,1197,81.86,113.75,1st Owner,Manual,New Delhi NCR,"4,67,000"
Honda City,Honda,VX MT,2014,98390,Petrol,17.8,1498,119.35,145,1st Owner,Manual,New Delhi NCR,"5,83,500"
Maruti Ciaz,Maruti,VXi,2016,24540,Petrol,20.73,1373,91.1,130,1st Owner,"RTO
DL6C",New Delhi NCR,"6,92,500"
Ford Figo Aspire,Ford,1.5 TDCi Titanium,2015,59092,Diesel,25.83,1498,99,215,1st Owner,Manual,New Delhi NCR,"3,90,000"
Volkswagen Polo,Volkswagen,1.5 TDI Highline,2014,76025,Diesel,20.14,1498,88.8,230,1st Owner,Manual,New Delhi NCR,"3,72,000"
Hyundai Grand i10,Hyundai,Sportz,2018,8250,Petrol,18.9,1197,81.86,113.75,1st Owner,Manual,New Delhi NCR,"5,90,000"
Honda Amaze,Honda,S i-VTEC,2019,22185,Petrol,17.8,1198,86.7,109,1st Owner,Manual,New Delhi NCR,"6,43,680"
Hyundai i10,Hyundai,Era,2011,87964,Petrol,19.81,1086,68.05,99.04,1st Owner,Manual,New Delhi NCR,"2,19,264"
Hyundai Grand i10,Hyundai,Sportz,2016,39842,Petrol,18.9,1197,82,114,1st Owner,Manual,New Delhi NCR,"4,34,500"
Maruti Celerio,Maruti,ZXI AMT BSIV,2016,98756,Petrol,23.1,998,67.04,90,1st Owner,Automatic,New Delhi NCR,"3,90,905"
Hyundai i20,Hyundai,Petrol Spotz,2017,40486,Petrol,18.6,1197,81.86,114.73,1st Owner,Manual,New Delhi NCR,"5,62,140"
Maruti Ciaz,Maruti,Alpha Automatic BSIV,2018,34473,Petrol,20.28,1462,103.25,138,1st Owner,Automatic,New Delhi NCR,"9,08,000"
Maruti Ciaz,Maruti,VXi,2015,60131,Petrol,20.73,1373,91.1,130,1st Owner,Manual,New Delhi NCR,"5,31,500"
Maruti Ciaz,Maruti,VXi Plus,2016,21231,Petrol,20.73,1373,91.1,130,1st Owner,Manual,New Delhi NCR,"6,60,948"
Hyundai Grand i10,Hyundai,CRDi Sportz,2014,68442,Diesel,24,1120,70,160,1st Owner,Manual,New Delhi NCR,"2,89,500"
Ford Ecosport,Ford,1.5 Petrol Titanium AT,2016,86546,Petrol,14.7,1496,120.69,149,2nd Owner,"RTO
DL10",New Delhi NCR,"5,68,000"
Maruti Vitara Brezza,Maruti,ZDi Plus Dual Tone,2018,42092,Diesel,24.3,1248,88.5,200,1st Owner,Manual,New Delhi NCR,"8,84,000"
Hyundai Grand i10,Hyundai,Magna,2013,48727,Petrol,18.9,1197,81.86,113.75,2nd Owner,Manual,New Delhi NCR,"3,34,000"
Honda WR-V,Honda,i-VTEC VX,2018,20789,Petrol,17.5,1199,88.7,110,1st Owner,Manual,New Delhi NCR,"7,82,024"
Hyundai i20,Hyundai,Sportz 1.4 CRDi,2016,57732,Diesel,22.54,1396,88.73,219.7,1st Owner,Manual,New Delhi NCR,"5,22,000"
Hyundai i20,Hyundai,Sportz Option 1.4 CRDi,2014,54445,Diesel,22.54,1396,88.73,219.7,1st Owner,Manual,New Delhi NCR,"4,57,500"
Hyundai i20 Active,Hyundai,1.4 SX,2015,79238,Diesel,21.19,1396,88.73,220,1st Owner,Manual,New Delhi NCR,"5,68,450"
Maruti Ciaz,Maruti,VDi Plus,2015,58323,Diesel,26.21,1248,88.5,200,1st Owner,Manual,New Delhi NCR,"5,07,500"
Honda Brio,Honda,S MT,2014,90158,Petrol,19.4,1198,86.8,109,1st Owner,Manual,New Delhi NCR,"3,12,000"
Honda Amaze,Honda,V Petrol BSIV,2019,49218,Petrol,19.5,1199,88.76,110,1st Owner,Manual,New Delhi NCR,"6,33,000"
Maruti Ciaz,Maruti,VDi,2015,78667,Diesel,26.21,1248,88.5,200,1st Owner,Manual,New Delhi NCR,"4,70,000"
Honda Jazz,Honda,VX,2017,58269,Petrol,16.6,1199,88.5,110,1st Owner,Manual,New Delhi NCR,"5,41,500"
Maruti Ciaz,Maruti,ZDi Plus SHVS,2016,79928,Diesel,28.09,1248,88.5,200,1st Owner,Manual,New Delhi NCR,"6,06,000"
Hyundai Verna,Hyundai,1.6 CRDi S Option,2015,33619,Diesel,23.9,1582,126.32,259.8,1st Owner,Manual,New Delhi NCR,"6,14,000"
Honda Amaze,Honda,V Petrol,2018,19549,Petrol,18.6,1199,88.76,110,1st Owner,Manual,New Delhi NCR,"6,54,500"
Tata Nexon,Tata,1.5 Revotorq XM,2018,41492,Diesel,21.5,1497,108.5,260,1st Owner,Manual,New Delhi NCR,"6,24,750"
Hyundai Xcent,Hyundai,1.1 CRDi S Option,2014,65427,Diesel,24.4,1120,71.01,180.4,1st Owner,Manual,New Delhi NCR,"3,48,108"
Maruti Baleno,Maruti,1.2 Sigma,2020,13803,Petrol,21.4,1197,83.1,115,1st Owner,Manual,New Delhi NCR,"5,76,000"
Maruti Swift,Maruti,VXI,2012,56610,Petrol,18.6,1197,85.8,114,1st Owner,"RTO
DL3C",New Delhi NCR,"3,24,000"
Maruti Vitara Brezza,Maruti,LDi,2017,32641,Diesel,24.3,1248,88.5,200,1st Owner,Manual,New Delhi NCR,"6,15,500"
Maruti Swift,Maruti,LXI,2019,12136,Petrol,21.21,1197,81.8,113,1st Owner,Manual,New Delhi NCR,"4,92,500"
Hyundai Venue,Hyundai,SX Turbo,2019,16860,Petrol,18.27,998,118.35,172,1st Owner,Manual,New Delhi NCR,"9,50,000"
Maruti Alto 800,Maruti,LXI,2019,7963,Petrol,22.05,796,47.33,69,1st Owner,Manual,New Delhi NCR,"3,25,500"
Maruti Swift Dzire,Maruti,VXi AT,2012,56773,Petrol,17.4,1197,85.8,114,2nd Owner,Automatic,New Delhi NCR,"3,44,760"
Toyota Etios Liva,Toyota,1.2 V Dual Tone,2019,18518,Petrol,17.71,1197,78.9,104,1st Owner,Manual,New Delhi NCR,"6,25,000"
Volkswagen Polo,Volkswagen,GT TSI,2016,79991,Petrol,17.21,1197,103.5,175,1st Owner,Automatic,New Delhi NCR,"5,35,617"
Renault KWID,Renault,1.0 RXT,2016,32933,Petrol,23.01,999,67,91,1st Owner,Manual,New Delhi NCR,"2,77,746"
Toyota Etios,Toyota,1.5 G,2017,55752,Petrol,16.78,1496,88.73,132,1st Owner,Manual,New Delhi NCR,"4,39,862"
Maruti Vitara Brezza,Maruti,ZDi AMT,2019,49697,Diesel,24.3,1248,88.5,200,1st Owner,"RTO
UP14",New Delhi NCR,"8,47,000"
Maruti Wagon R,Maruti,LXI BS IV,2014,34353,Petrol,20.51,998,67.04,90,2nd Owner,Manual,New Delhi NCR,"2,61,000"
Maruti Alto K10,Maruti,VXI,2016,39557,Petrol,23.95,998,67.05,90,2nd Owner,Manual,New Delhi NCR,"2,74,000"
Hyundai Santro,Hyundai,Sportz AMT,2019,12111,Petrol,20.3,1086,68.05,99.04,2nd Owner,Automatic,New Delhi NCR,"4,92,000"
Maruti Swift Dzire,Maruti,VXI 1.2,2017,36197,Petrol,21.21,1197,81.8,113,1st Owner,Manual,New Delhi NCR,"5,41,500"
Maruti Vitara Brezza,Maruti,VDi,2017,57301,Diesel,24.3,1248,88.5,200,1st Owner,Manual,New Delhi NCR,"7,06,076"
Maruti Swift,Maruti,VXI,2018,14096,Petrol,21.21,1197,81.8,113,1st Owner,Manual,New Delhi NCR,"5,72,794"
Hyundai i20,Hyundai,Sportz 1.2,2015,34232,Petrol,18.6,1197,81.83,114.7,2nd Owner,Manual,New Delhi NCR,"4,55,500"
Hyundai i20,Hyundai,1.2 Asta,2017,23091,Petrol,18.6,1197,81.83,114.7,2nd Owner,Manual,New Delhi NCR,"5,69,000"
Tata Tigor,Tata,1.2 Revotron XZ,2018,67371,Petrol,20.3,1199,84,114,1st Owner,Manual,New Delhi NCR,"4,51,500"
Honda Amaze,Honda,S Petrol BSIV,2019,26347,Petrol,19.5,1199,88.76,110,1st Owner,Manual,New Delhi NCR,"6,52,571"
Maruti Alto K10,Maruti,VXI,2018,32915,Petrol,23.95,998,67.05,90,1st Owner,Manual,New Delhi NCR,"3,56,000"
Maruti Ciaz,Maruti,1.4 AT Alpha,2018,21160,Petrol,19.12,1373,91.1,130,1st Owner,Automatic,New Delhi NCR,"8,44,000"
Honda City,Honda,V MT,2019,28860,Petrol,17.8,1498,119.35,145,1st Owner,Manual,New Delhi NCR,"9,40,000"
Toyota Yaris,Toyota,G CVT,2019,5021,Petrol,17.8,1496,105.94,140,1st Owner,Automatic,New Delhi NCR,"10,17,390"
Hyundai Venue,Hyundai,SX Opt Turbo,2019,4789,Petrol,18.27,998,118.35,171.6,1st Owner,Manual,New Delhi NCR,"10,92,960"
Hyundai i10,Hyundai,Sportz,2011,63015,Petrol,20.36,1197,78.9,111.8,1st Owner,Manual,New Delhi NCR,"2,10,500"
Ford Ecosport,Ford,1.5 Ti VCT AT Titanium,2015,76725,Petrol,16.5,1499,110,140,1st Owner,Automatic,New Delhi NCR,"6,56,009"
Volkswagen Vento,Volkswagen,Diesel Highline,2013,86764,Diesel,20.54,1598,103.6,250,1st Owner,Manual,New Delhi NCR,"3,37,500"
Honda Accord,Honda,2.4 A/T,2013,46121,Petrol,11.7,2354,177.6,222,1st Owner,Automatic,New Delhi NCR,"6,07,000"
Hyundai i20,Hyundai,Asta,2010,78023,Petrol,17,1197,88.76,219.6,1st Owner,Manual,New Delhi NCR,"2,52,364"
Maruti Wagon R Stingray,Maruti,VXI,2013,61825,Petrol,20.51,998,67.04,90,1st Owner,Manual,New Delhi NCR,"2,98,000"
Hyundai i10,Hyundai,Magna 1.2 iTech SE,2013,69278,Petrol,20.36,1197,78.9,111.7,1st Owner,Manual,New Delhi NCR,"2,52,343"
Renault KWID,Renault,RXT BSIV,2017,46570,Petrol,25.17,799,53.3,72,1st Owner,Manual,New Delhi NCR,"2,92,920"
Maruti S-Presso,Maruti,LXI CNG,2020,8786,CNG,31.2,998,58.33,78,1st Owner,Manual,New Delhi NCR,"5,51,040"
Honda Amaze,Honda,S i-Dtech,2013,32832,Diesel,25.8,1498,98.6,200,1st Owner,Manual,New Delhi NCR,"2,73,500"
Maruti Alto 800,Maruti,LXI,2012,73152,Petrol,24.7,796,47.3,69,1st Owner,Manual,New Delhi NCR,"1,69,800"
Renault KWID,Renault,RXL,2018,10620,Petrol,25.17,799,53.3,72,1st Owner,"RTO
DL8C",New Delhi NCR,"2,94,500"
Renault KWID,Renault,RXL BSIV,2020,8946,Petrol,25.17,799,53.3,72,1st Owner,Manual,New Delhi NCR,"3,72,000"
Maruti Vitara Brezza,Maruti,ZDi,2017,82513,Diesel,24.3,1248,88.5,200,1st Owner,Manual,New Delhi NCR,"7,30,752"
Hyundai Xcent,Hyundai,1.1 CRDi S,2014,114389,Diesel,24.4,1120,71,180.4,1st Owner,Manual,New Delhi NCR,"3,27,264"
Tata Nexon,Tata,1.5 Revotorq XZ Plus,2018,98551,Diesel,21.5,1497,108.5,260,1st Owner,Manual,New Delhi NCR,"6,55,908"
Honda City,Honda,i VTEC E,2014,52951,Petrol,17.8,1497,117.3,145,2nd Owner,Manual,New Delhi NCR,"5,11,500"
Maruti Wagon R,Maruti,LXI,2019,6732,Petrol,21.79,998,67.05,90,1st Owner,Manual,New Delhi NCR,"4,76,000"
Maruti Celerio,Maruti,VXI MT BSIV,2018,21220,Petrol,23.1,998,67.04,90,1st Owner,Manual,New Delhi NCR,"4,00,500"
Maruti Wagon R,Maruti,LXI,2019,14499,Petrol,21.79,998,67.05,90,1st Owner,Manual,New Delhi NCR,"4,66,000"
Maruti Wagon R,Maruti,VXI,2016,50174,Petrol,21.79,998,67.05,90,1st Owner,Manual,New Delhi NCR,"3,74,460"
Hyundai Grand i10,Hyundai,Sportz,2018,18382,Petrol,18.9,1197,81.86,113.75,1st Owner,Manual,New Delhi NCR,"4,88,000"
Ford Ecosport,Ford,Ambiente Diesel,2015,124052,Diesel,21.7,1498,99.23,215,1st Owner,Manual,New Delhi NCR,"4,59,780"
Maruti Alto 800,Maruti,LXI,2016,38200,Petrol,22.74,796,47.3,69,2nd Owner,Manual,New Delhi NCR,"2,48,600"
Maruti Wagon R,Maruti,VXI BS IV,2016,38255,Petrol,20.51,998,67.04,90,1st Owner,Manual,New Delhi NCR,"3,48,500"
Honda Amaze,Honda,E i-VTEC,2019,5659,Petrol,17.8,1198,86.7,109,1st Owner,Manual,New Delhi NCR,"6,07,343"
Maruti Alto 800,Maruti,LXI BSIV,2015,77289,Petrol,24.7,796,47.3,69,1st Owner,Manual,New Delhi NCR,"2,19,500"
Hyundai Xcent,Hyundai,1.2 Kappa Base,2016,63926,Petrol,19.1,1197,82,114,2nd Owner,Manual,New Delhi NCR,"3,13,000"
Maruti Ignis,Maruti,1.2 AMT Delta BSIV,2017,42389,Petrol,20.89,1197,81.8,113,1st Owner,Automatic,New Delhi NCR,"5,28,500"
Hyundai Santro,Hyundai,Magna BSIV,2018,,Petrol,20.3,1086,68,99,1st Owner,Manual,New Delhi NCR,"4,62,500"
Maruti Baleno,Maruti,Delta,2016,30299,Petrol,21.01,1197,81.8,113,2nd Owner,Manual,New Delhi NCR,"4,59,500"
Honda Amaze,Honda,S Option i-VTEC,2017,65080,Petrol,17.8,1198,86.7,109,2nd Owner,Manual,New Delhi NCR,"4,24,000"
Maruti Wagon R,Maruti,VXI,2014,64651,Petrol,21.79,998,67.05,90,1st Owner,Manual,New Delhi NCR,"2,69,500"
Maruti Vitara Brezza,Maruti,ZXI,2020,27675,Petrol,17.03,1462,103.26,138,1st Owner,Manual,New Delhi NCR,"9,35,202"
Hyundai i20,Hyundai,1.2 Magna Executive,2018,58595,Petrol,18.6,1197,81.83,114.7,1st Owner,Manual,New Delhi NCR,"5,52,500"
Maruti Wagon R,Maruti,VXI AMT 1.2,2019,14720,Petrol,20.52,1197,81.8,113,1st Owner,"RTO
HR26",New Delhi NCR,"5,51,000"
Hyundai Xcent,Hyundai,1.1 CRDi S,2015,131357,Diesel,24.4,1120,71,180.4,1st Owner,Manual,New Delhi NCR,"3,18,000"
Hyundai Grand i10,Hyundai,Sportz,2015,102032,Petrol,18.9,1197,82,114,1st Owner,Manual,New Delhi NCR,"3,56,500"
Hyundai Verna,Hyundai,CRDi 1.6 SX Option,2018,51141,Diesel,22,1582,126.2,259.87,1st Owner,Manual,New Delhi NCR,"9,60,000"
Maruti Vitara Brezza,Maruti,ZDi AMT,2018,37901,Diesel,24.3,1248,88.5,200,1st Owner,"RTO
HR87",New Delhi NCR,"9,06,000"
Hyundai Venue,Hyundai,SX Opt Diesel BSIV,2019,54289,Diesel,23.7,1396,88.7,220,1st Owner,Manual,New Delhi NCR,"10,52,500"
Maruti Wagon R,Maruti,LXI BS IV,2012,59331,Petrol,18.9,998,67.1,90,2nd Owner,Manual,New Delhi NCR,"2,50,000"
Maruti Wagon R,Maruti,VXI BS IV,2015,63561,Petrol,20.51,998,67.04,90,2nd Owner,Manual,New Delhi NCR,"3,14,520"
Hyundai Verna,Hyundai,1.6 VTVT S,2016,73662,Petrol,17.01,1591,121.3,154.9,1st Owner,Manual,New Delhi NCR,"6,37,833"
Hyundai Xcent,Hyundai,1.2 VTVT SX,2019,23435,Petrol,20.14,1197,81.86,113.75,1st Owner,Manual,New Delhi NCR,"5,59,500"
Maruti Wagon R Stingray,Maruti,VXI,2013,90128,Petrol,20.51,998,67.04,90,1st Owner,Manual,New Delhi NCR,"2,95,618"
Toyota Corolla Altis,Toyota,D-4D JS,2013,51307,Diesel,21.43,1364,87.2,205,2nd Owner,Manual,New Delhi NCR,"7,54,500"
Maruti Celerio,Maruti,ZXI AMT,2017,37743,Petrol,21.63,998,67.05,90,1st Owner,Automatic,New Delhi NCR,"4,19,388"
Hyundai i10,Hyundai,Sportz 1.1L,2015,63324,Petrol,19.81,1086,68.05,99.04,1st Owner,Manual,New Delhi NCR,"3,46,758"
Maruti Swift,Maruti,LXI 2018,2018,28911,Petrol,22,1197,81.8,113,2nd Owner,Manual,New Delhi NCR,"5,02,500"
Maruti Wagon R,Maruti,CNG LXI,2016,66990,CNG,32.52,998,58.33,78,1st Owner,"RTO
HR29",New Delhi NCR,"3,52,968"
Maruti Baleno,Maruti,Delta,2018,55956,Petrol,21.01,1197,81.8,113,1st Owner,Manual,New Delhi NCR,"4,94,000"
Renault KWID,Renault,1.0 RXL,2017,34177,Petrol,21.74,999,67,91,1st Owner,Manual,New Delhi NCR,"2,64,606"
Honda WR-V,Honda,VX Diesel,2017,70044,Diesel,23.7,1498,97.89,200,1st Owner,Manual,New Delhi NCR,"6,43,000"
Honda City,Honda,i VTEC VX,2016,55061,Petrol,17.8,1497,117.3,145,1st Owner,Manual,New Delhi NCR,"7,25,600"
Honda Jazz,Honda,1.5 SV i DTEC,2015,65911,Diesel,27.3,1498,98.6,200,1st Owner,Manual,New Delhi NCR,"6,96,000"
